fund_short_name,fund_name,register_number,price_type
纽达投资善衡五号,纽达投资善衡五号私募证券投资基金,STP342,2
无隅鲲鹏300一号,无隅鲲鹏300一号私募证券投资基金,STN719,2
无隅鲲鹏800一号,无隅鲲鹏800一号私募证券投资基金,STQ720,2
垒昂金鹿中证500指数增强6号,垒昂金鹿中证500指数增强6号私募证券投资基金,STR261,1
上海宽德飞虹1号,上海宽德飞虹1号私募证券投资基金,STP731,2
赫富中证A500指数增强一号,赫富中证A500指数增强一号私募证券投资基金,SST129,2
翰荣狮子量化精选一号,翰荣狮子量化精选一号私募证券投资基金,STP493,1
恒泰融安乾睿量化1号,恒泰融安乾睿量化1号私募证券投资基金,STU800,1
盛丰中证500指数增强1号,盛丰中证500指数增强1号私募证券投资基金,STF048,1
展旗致远能源5号,展旗致远能源5号私募证券投资基金,STS362,1
杨湜多策略2号,杨湜多策略2号私募证券投资基金,STU531,1
特夫郁金香量化混合1号,特夫郁金香量化混合1号私募证券投资基金,STN967,2
半鞅中证500指数增强,半鞅中证500指数增强私募证券投资基金,STT008,1
星阔南山1号红利低波100指数增强,星阔南山1号红利低波100指数增强私募证券投资基金,STT871,1
世纪前沿量化优选1号,世纪前沿量化优选1号私募证券投资基金,STS091,2
凡二量化沪深300增强1号,凡二量化沪深300增强1号私募证券投资基金,STS689,2
杨湜图灵2号,杨湜图灵2号私募证券投资基金,STW054,1
汇利玖奕2号,汇利玖奕2号私募证券投资基金,STT722,1
汇利玖奕3号,汇利玖奕3号私募证券投资基金,STT749,1
概率300指增1号,概率300指增1号私募证券投资基金,STW137,1
世纪前沿松柏量化对冲1号,世纪前沿松柏量化对冲1号私募证券投资基金,STT372,2
致达亿贝,致达亿贝私募证券投资基金,STB912,2
特夫郁金香量化混合1号B类,特夫郁金香量化混合1号私募证券投资基金B类,TN967B,2
无隅鲲鹏量化多头二号,无隅鲲鹏量化多头二号私募证券投资基金,STU300,2
翔云50二号,翔云50二号私募证券投资基金,SVB166,2
甬远明月2号,甬远明月2号私募证券投资基金,SQL046,2
润熙领航一号,润熙领航一号私募证券投资基金,STV790,2
满风积分2号中证500指数增强,满风积分2号中证500指数增强私募证券投资基金,STT893,1
知行通达金选汇智4号指数增强,知行通达金选汇智4号指数增强私募证券投资基金,SVA319,2
禾泽上辰CTA6号B,禾泽上辰CTA6号B私募证券投资基金,SSY898,1
炳富红五星2号,炳富红五星2号私募证券投资基金,SVC734,2
半鞅量化精选,半鞅量化精选私募证券投资基金,SVB591,1
量派300增强2号A类,量派300增强2号私募证券投资基金A类份额,ND172A,2
坤望中证1000指数增强1号,坤望中证1000指数增强1号私募证券投资基金,SVB812,2
蒙玺国证2000指数量化1号,蒙玺国证2000指数量化1号私募证券投资基金,SVA137,2
艾悉财赋5号,艾悉财赋5号私募证券投资基金,SVC511,1
合骥睿源500增强2号,合骥睿源500增强2号私募证券投资基金,SVC177,1
汇利玖奕1号A类,汇利玖奕1号私募证券投资基金A类,LG401A,2
具力筋斗云灵活对冲1号,具力筋斗云灵活对冲1号私募证券投资基金,STH897,2
概率中性1号,概率中性1号私募证券投资基金,SVB548,1
放牛人3号,放牛人3号私募证券投资基金,SVB677,1
悬铃可转债量化一号,悬铃可转债量化一号私募证券投资基金,SVE725,2
锦徽延风,锦徽延风私募证券投资基金,SVE027,1
橡木望江二号,橡木望江二号私募证券投资基金,SVF475,2
甬远红日8号,甬远红日8号私募证券投资基金,SVA430,1
具力芒种6号,具力芒种6号私募证券投资基金,SVA617,2
蓝色郁金香多策略1号,蓝色郁金香多策略1号私募证券投资基金,STH148,2
炳富瑞泰,炳富瑞泰私募证券投资基金,SVG955,2
汉盛晓希1号,汉盛晓希1号私募证券投资基金,SVH952,1
敦和探索1号A类,敦和探索1号私募基金A类份额,EQ189A,2
橡木橡果A类,橡木橡果私募证券投资基金A类份额,EL802A,2
君宜共幸,君宜共幸私募证券投资基金,SVF292,2
时间序列风格优选1号,时间序列风格优选1号私募证券投资基金,SVE618,2
澜成可转债量化精选3号,澜成可转债量化精选3号私募证券投资基金,STQ393,1
岳皋泰山中心一号,岳皋泰山中心一号私募证券投资基金,SSY630,2
海鹏信风,海鹏信风私募证券投资基金,SVK414,1
艳珍山水1号,艳珍山水1号私募证券投资基金,SVL455,2
国优卷柏阿尔法增强1号,国优卷柏阿尔法增强1号私募证券投资基金,SVB969,2
托特市场中性2号,托特市场中性2号私募证券投资基金,SVL645,2
汇利玖奕2号A类,汇利玖奕2号私募证券投资基金A类份额,TT722A,2
汇利玖奕3号A类,汇利玖奕3号私募证券投资基金A类份额,TT749A,2
汇利玖奕4号A类,汇利玖奕4号私募证券投资基金A类份额,TT757A,2
致达萬贝,致达萬贝私募证券投资基金,SVG702,2
瀚鑫泰安十一号,瀚鑫泰安十一号私募证券投资基金,SVC879,2
量客中宇九号,量客中宇九号私募证券投资基金,SVM504,1
君宜折价策略1号,君宜折价策略1号私募证券投资基金,SVM936,1
蒙玺竞起26号量化,蒙玺竞起26号量化私募证券投资基金,SVM293,1
守正用奇稳进1号,守正用奇稳进1号私募证券投资基金,SVP248,1
国优卷柏稳健对冲9号,国优卷柏稳健对冲9号私募证券投资基金,SVQ369,1
艮岳康柏1号,艮岳康柏1号私募证券投资基金,SVN564,2
半鞅量化专享18号,半鞅量化专享18号私募证券投资基金,SVJ488,2
光华复兴,光华复兴私募证券投资基金,STU698,1
贞元顺安,贞元顺安私募证券投资基金,SVL285,2
垒昂金鹿量化中性1号,垒昂金鹿量化中性1号私募证券投资基金,SXV303,1
合骥睿源1000增强3号,合骥睿源1000增强3号私募证券投资基金,SVP774,1
慕途稳健1号,慕途稳健1号私募证券投资基金,SVM029,1
守正用奇龙珠1号,守正用奇龙珠1号私募证券投资基金,SVR172,2
创奥志赢1号,创奥志赢1号私募证券投资基金,SVS501,2
亦赋银河1号中证500指数增强,亦赋银河1号中证500指数增强私募证券投资基金,SVR402,1
九谦CTA一号,九谦CTA一号私募证券投资基金,SVS513,1
开思港股通中国红利,开思港股通中国红利私募证券投资基金,SVK053,1
勤远策略臻选,勤远策略臻选私募证券投资基金,SVT395,1
本利达利磐十二号,本利达利磐十二号私募证券投资基金,SVU714,2
顽岩中证2000指数增强1号,顽岩中证2000指数增强1号私募证券投资基金,SVT259,2
信展展盈,信展展盈私募证券投资基金,SVV092,2
时间序列瑞景专享,时间序列瑞景专享私募证券投资基金,SVT640,2
一马金品量化1号,一马金品量化1号私募证券投资基金,SVK123,2
量魁中证500指数增强之降龙伏虎,量魁中证500指数增强之降龙伏虎私募证券投资基金,SVU942,1
中元创富CTA三号,中元创富CTA三号私募证券投资基金,SVY557,1
半鞅多策略均衡1号,半鞅多策略均衡1号私募证券投资基金,SVX377,1
希塔山峦1号,希塔山峦1号私募证券投资基金,SVX593,1
朱雀CTA2号,朱雀CTA2号集合资产管理计划,SJA730,2
格林基金鲲鹏7号,格林基金鲲鹏7号集合资产管理计划,SJG396,2
格林基金鲲鹏1号,格林基金鲲鹏1号资产管理计划,SEE179,2
半鞅中证1000指数增强1号,半鞅中证1000指数增强1号私募证券投资基金,SVX392,1
格林基金鲲鹏6号,格林基金鲲鹏6号集合资产管理计划,SVZ638,2
东巍华山1号,东巍华山1号私募证券投资基金,SVX944,2
知行通达金选汇智8号指数增强,知行通达金选汇智8号指数增强私募证券投资基金,STW858,2
正瀛骐骥指数增强32号,正瀛骐骥指数增强32号私募证券投资基金,STX298,2
衍合量化选股1号,衍合量化选股1号私募证券投资基金,STX761,1
鲁民投中证1000指数增强一号,鲁民投中证1000指数增强一号私募证券投资基金,STY963,1
绰瑞金轮7号,绰瑞金轮7号私募证券投资基金,STZ187,2
量创量化北证选股1号,量创量化北证选股1号私募证券投资基金,SVX499,2
弈倍虎鲨中证1000指数增强,弈倍虎鲨中证1000指数增强私募证券投资基金,STX649,2
托特市场中性1号,托特市场中性1号私募证券投资基金,SVK190,2
时间序列红橡多策略套利一号B类,时间序列红橡多策略套利一号私募证券投资基金B类份额,VH992B,2
盛丰盛乾中证1000指数增强8号,盛丰盛乾中证1000指数增强8号私募证券投资基金,STX785,2
铭跃行远均衡一号,铭跃行远均衡一号私募证券投资基金,SVZ009,2
权舆CTA高频套利1号,权舆CTA高频套利1号私募证券投资基金,SVY895,1
思源量化全天时,思源量化全天时私募证券投资基金,STX009,1
吾执二二号,吾执二二号私募证券投资基金,STZ053,2
上衍投资天玑9号,上衍投资天玑9号私募证券投资基金,SXA706,2
世纪前沿指数增强11号b期,世纪前沿指数增强11号b期私募证券投资基金,SXB570,2
凯读投资君怡3号,凯读投资君怡3号私募证券投资基金,SXA895,2
安子心夏多策略一号,安子心夏多策略一号私募证券投资基金,STY813,2
托特量化优选1号,托特量化优选1号私募证券投资基金,SXB538,2
安子极客中证1000增强一号,安子极客中证1000增强一号私募证券投资基金,STZ906,2
量桥投资星瀚11号,量桥投资星瀚11号私募证券投资基金,SXD098,2
弈倍虎鲸12号,弈倍虎鲸12号私募证券投资基金,SXE479,2
嘉鸿复利2号,嘉鸿复利2号私募证券投资基金,STN287,1
大岩量化选股1号,大岩量化选股1号私募证券投资基金,SXD376,2
蒙玺量化精选对冲,蒙玺量化精选对冲私募证券投资基金,SXD421,2
正定进取8号,正定进取8号私募证券投资基金,SXE147,1
澜音宏观全天候1号,澜音宏观全天候1号私募证券投资基金,SXD958,1
日青木化意享1号,日青木化意享1号私募证券投资基金,SXB354,2
一马金品量化稳健1号,一马金品量化稳健1号私募证券投资基金,SXB860,2
量桥投资金山十一号,量桥投资金山十一号私募证券投资基金,SXD276,2
嘉策百煅一号,嘉策百煅一号私募证券投资基金,SXE373,1
国优卷柏稳健对冲2号,国优卷柏稳健对冲2号私募证券投资基金,SXE606,2
睿量智行1号,睿量智行1号私募证券投资基金,SXE629,2
君宜永循,君宜永循私募证券投资基金,SXE768,2
中孚ETF高频套利三号,中孚ETF高频套利三号私募证券投资基金,SXF902,1
启林专享旗舰运作1号,启林专享旗舰运作1号私募证券投资基金,SVJ190,2
顽岩量化对冲10号,顽岩量化对冲10号私募证券投资基金,SXC412,2
靖奇天弓二号,靖奇天弓二号私募证券投资基金,SXF921,2
尊和博投3号,尊和博投3号私募证券投资基金,SXG157,2
正仁双创择时一号,正仁双创择时一号私募证券投资基金,SXG834,2
盖亚青柯抗逆聚配1号,盖亚青柯抗逆聚配1号私募证券投资基金,SXD540,2
睿量原子1号,睿量原子1号私募证券投资基金,SXG468,2
君宜京益,君宜京益私募证券投资基金,SXH026,2
大岩千帆2号,大岩千帆2号私募证券投资基金,SXD380,1
知行通达金选量化对冲稳达2号C类,知行通达金选量化对冲稳达2号私募证券投资基金C类,VA177C,2
半鞅CTA进取1号,半鞅CTA进取1号私募证券投资基金,SXH607,1
照月海舟CTA平衡1号,照月海舟CTA平衡1号私募证券投资基金,SXE353,1
因诺CTA2号,因诺CTA2号私募证券投资基金,SXJ080,2
启元通盛3号,启元通盛3号私募证券投资基金,SXJ599,1
汉盛生花进取一号,汉盛生花进取一号私募证券投资基金,SXL032,1
华润信托·润享宽德中证1000指增2号,华润信托·润享宽德中证1000指增2号集合资金信托计划,ZXD38H202111010028924,1
国投泰康信托-国联证券大方向50之仁桥1号,国投泰康信托-国联证券大方向50之仁桥1号集合资金信托计划,ZXD35G202111010044399,1
碳硅1号,碳硅1号私募证券投资基金,SXJ836,2
千衍九凌1号,千衍九凌1号私募证券投资基金,SXF557,2
卓胜500量化对冲三号,卓胜500量化对冲三号私募证券投资基金,SXL184,2
因诺天问1号,因诺天问1号私募证券投资基金,SXL543,1
翔云50二号A类,翔云50二号私募证券投资基金A类份额,VB166A,2
正瀛骐骥轮动选股1号,正瀛骐骥轮动选股1号私募证券投资基金,SXJ148,2
巨量均衡量化对冲星曜2022,巨量均衡量化对冲星曜2022私募证券投资基金,SXK733,1
量创全天候元语1号,量创全天候元语1号私募证券投资基金,SXL919,2
岳皋华山一号,岳皋华山一号私募证券投资基金,SQG913,2
青骊汇敏7号,青骊汇敏7号私募证券投资基金,SXF429,2
平方和鼎盛中证1000指数增强8号,平方和鼎盛中证1000指数增强8号私募证券投资基金,SXN345,2
常行11号,常行11号私募证券投资基金,SXK626,2
砚博乘风量化7号,砚博乘风量化7号私募证券投资基金,SXM872,1
权舆CTA套利1号,权舆CTA套利1号私募证券投资基金,SXP344,1
子呈全球飞牛3号,子呈全球飞牛3号私募证券投资基金,SXJ998,1
图斯谷雨,图斯谷雨私募证券投资基金,SXN828,1
