nav,cumulative_nav_withdrawal,cumulative_nav,price_change,price_date,our_name,full_name,reg_code
1.1037,2.1434,2.5307603,-0.0043301759,2025-07-04,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1085,2.1482,2.5417666,0.0051686616,2025-06-30,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1028,2.1425,2.52869662,-0.0031636988,2025-06-27,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1063,2.146,2.53672204,0.0041753653,2025-06-20,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1017,2.1414,2.52617434,-0.0001815047,2025-06-13,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1019,2.1416,2.52663294,-0.0010878434,2025-06-06,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1031,2.1428,2.52938451,0.0038220038,2025-05-30,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0989,2.1386,2.519754,-0.0011816033,2025-05-23,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1002,2.1399,2.52273487,-0.0066811123,2025-05-16,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1076,2.1473,2.53970292,0.0152153987,2025-05-09,量化打板（特夫）,特夫郁金香全量化,SQX078
1.091,2.1307,2.50163947,-0.0010986999,2025-04-30,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0922,2.1319,2.50439105,0.0,2025-04-25,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0922,2.1319,2.50439105,-0.0018278194,2025-04-18,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0942,2.1339,2.508977,0.0033009353,2025-04-11,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0906,2.1303,2.50072228,-0.0026520348,2025-04-03,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0935,2.1332,2.50737192,-0.000731061,2025-03-31,量化打板（特夫）,特夫郁金香全量化,SQX078
1.0943,2.134,2.5092063,-0.0027339834,2025-03-28,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1983,1.21,1.21098559,-0.0012502084,2026-03-13,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1998,1.2115,1.21250147,0.0016697278,2026-03-06,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1978,1.2095,1.21048029,0.0085887504,2026-02-27,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1876,1.1993,1.20017231,0.0017714045,2026-02-13,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1855,1.1972,1.19805008,-0.0005058595,2026-02-06,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1861,1.1978,1.19865643,-0.0006740248,2026-01-30,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1869,1.1986,1.1994649,0.0049106765,2026-01-23,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1811,1.1928,1.1936035,0.0019511367,2026-01-16,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1788,1.1905,1.19127915,0.0053731343,2026-01-09,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1725,1.1842,1.18491246,-0.0010224078,2025-12-31,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1737,1.1854,1.18612516,0.0062585734,2025-12-26,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1664,1.1781,1.17874788,-0.0020533881,2025-12-19,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1688,1.1805,1.18117329,0.0006849315,2025-12-12,宏观大类（波克）,波克平衡多策略一号,SZR639
1.168,1.1797,1.18036482,-0.0023915272,2025-12-05,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1708,1.1825,1.18319446,0.006360667,2025-11-28,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1634,1.1751,1.17571612,-0.0065750149,2025-11-21,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1711,1.1828,1.18349764,0.0031694364,2025-11-14,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1674,1.1791,1.17975847,0.0066396482,2025-11-07,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1597,1.1714,1.17197695,-0.0024944091,2025-10-31,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1626,1.1743,1.17490765,0.001982246,2025-10-24,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1603,1.172,1.17258331,0.0011216566,2025-10-17,宏观大类（波克）,波克平衡多策略一号,SZR639
1.159,1.1707,1.17126954,0.0,2025-10-10,宏观大类（波克）,波克平衡多策略一号,SZR639
1.159,1.1707,1.17126954,0.0003452443,2025-09-30,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1586,1.1703,1.17086531,-0.0030975736,2025-09-26,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1622,1.1739,1.17450342,-0.0003440564,2025-09-19,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1626,1.1743,1.17490765,0.0012056493,2025-09-12,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1612,1.1729,1.17349283,-0.0014618626,2025-09-05,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1629,1.1746,1.17521083,-0.0053882997,2025-08-29,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1692,1.1809,1.18157752,0.0028304314,2025-08-22,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1659,1.1776,1.17824259,-0.0052896511,2025-08-15,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1721,1.1838,1.18450822,0.0035961983,2025-08-08,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1679,1.1796,1.18026376,0.0002569373,2025-08-01,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1676,1.1793,1.17996059,0.0012863391,2025-07-25,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1661,1.1778,1.17844471,0.0024069458,2025-07-18,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1633,1.175,1.17561507,-0.0003437312,2025-07-11,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1637,1.1754,1.1760193,0.0031896552,2025-07-04,宏观大类（波克）,波克平衡多策略一号,SZR639
1.16,1.1717,1.17228013,0.0002586876,2025-06-27,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1597,1.1714,1.17197695,8.62366e-05,2025-06-20,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1596,1.1713,1.1718759,-0.0007755278,2025-06-13,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1605,1.1722,1.17278542,0.0015534651,2025-06-06,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1587,1.1704,1.17096637,0.0,2025-05-30,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1587,1.1704,1.17096637,0.0003453337,2025-05-23,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1583,1.17,1.17056213,0.0022497188,2025-05-16,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1557,1.1674,1.16793461,0.0043451812,2025-05-09,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1507,1.1624,1.16288168,0.0013052558,2025-04-30,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1492,1.1609,1.1613658,0.0024424285,2025-04-25,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1464,1.1581,1.15853616,0.0035014006,2025-04-18,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1424,1.1541,1.15449381,-0.0025320877,2025-04-11,宏观大类（波克）,波克平衡多策略一号,SZR639
1.1453,1.157,1.15742451,0.0002620087,2025-04-03,宏观大类（波克）,波克平衡多策略一号,SZR639
1.145,1.1567,1.15712134,-0.0039147455,2025-03-28,宏观大类（波克）,波克平衡多策略一号,SZR639
