trade_date,name,buy_elg_amount,buy_lg_amount,net_amount
20260213,天津板块,-331984816.0,-221993984.0,-553978800.0
20260213,广西板块,-240339584.0,-336721504.0,-577061088.0
20260213,辽宁板块,-317176432.0,-286646720.0,-603823152.0
20260213,山西板块,-301472688.0,-311273904.0,-612746592.0
20260213,重庆板块,-311488688.0,-446051328.0,-757540016.0
20260213,海南板块,-443392128.0,-369236064.0,-812628192.0
20260213,云南板块,-692442352.0,-203480080.0,-895922432.0
20260213,河北板块,-440628224.0,-482433328.0,-923061552.0
20260213,山东板块,-497890816.0,-425557504.0,-923448320.0
20260213,陕西板块,-518243072.0,-1135139328.0,-1653382400.0
20260213,四川板块,-1141276416.0,-703808000.0,-1845084416.0
20260213,新疆板块,-1841676400.0,-110579456.0,-1952255856.0
20260213,湖南板块,-1448171152.0,-567517696.0,-2015688848.0
20260213,内蒙古,-1451209648.0,-910135552.0,-2361345200.0
20260213,湖北板块,-1416387584.0,-1107246080.0,-2523633664.0
20260213,江西板块,-1274969136.0,-1403819776.0,-2678788912.0
20260213,安徽板块,-1682332928.0,-1378799360.0,-3061132288.0
20260213,河南板块,-1759276832.0,-1388657664.0,-3147934496.0
20260213,江苏板块,-3488900608.0,-2410120448.0,-5899021056.0
20260213,上海板块,-5017295872.0,-1506859264.0,-6524155136.0
20260213,浙江板块,-3965900288.0,-2648613632.0,-6614513920.0
20260213,福建板块,-3584461312.0,-3090131200.0,-6674592512.0
20260213,广东板块,-2781616640.0,-3899580416.0,-6681197056.0
20260213,北京板块,-944629760.0,-6271017984.0,-7215647744.0
20260213,草甘膦,-109746168.0,-45080240.0,-154826408.0
20260213,MicroLED,8682320.0,-164490736.0,-155808416.0
20260213,LED,110975232.0,-266845440.0,-155870208.0
20260213,宠物经济,-115329520.0,-47473216.0,-162802736.0
20260213,退税商店,-30798352.0,-140745792.0,-171544144.0
20260213,屏下摄像,-86903424.0,-88445552.0,-175348976.0
20260213,粮食概念,-72376768.0,-106796240.0,-179173008.0
20260213,QFII重仓,1697059584.0,-1877305856.0,-180246272.0
20260213,进口博览,-132073858.0,-48495824.0,-180569682.0
20260213,幽门螺杆菌概念,-66762414.0,-119104544.0,-185866958.0
20260213,2025三季报预减,-134807111.0,-51392528.0,-186199639.0
20260213,胎压监测,-184601904.0,-3178048.0,-187779952.0
20260213,PLC概念,-239214560.0,48762816.0,-190451744.0
20260213,肝素概念,-170519560.0,-23386720.0,-193906280.0
20260213,垃圾分类,205908160.0,-401370112.0,-195461952.0
20260213,机器视觉,-47076144.0,-148988160.0,-196064304.0
20260213,可燃冰,-169677999.0,-26832944.0,-196510943.0
20260213,快递概念,-121036240.0,-78057424.0,-199093664.0
20260213,DRG/DIP,-138699520.0,-61203376.0,-199902896.0
20260213,精准医疗,-153033712.0,-46984512.0,-200018224.0
20260213,电子车牌,-49236256.0,-158617488.0,-207853744.0
20260213,滨海新区,-120105936.0,-90732848.0,-210838784.0
20260213,食品安全,-195559056.0,-22788016.0,-218347072.0
20260213,ETC,-166492256.0,-53316688.0,-219808944.0
20260213,统一大市场,-77407424.0,-143281456.0,-220688880.0
20260213,人造肉,-106243051.0,-117695808.0,-223938859.0
20260213,独家药品,-60636032.0,-163546912.0,-224182944.0
20260213,辅助生殖,-121634240.0,-106578960.0,-228213200.0
20260213,第四代半导体,-182901280.0,-45594944.0,-228496224.0
20260213,荣耀概念,-110457360.0,-118737920.0,-229195280.0
20260213,数据确权,162901328.0,-395895552.0,-232994224.0
20260213,刀片电池,-145210032.0,-89026048.0,-234236080.0
20260213,汽车热管理,-341124144.0,91393792.0,-249730352.0
20260213,工业大麻,-214150272.0,-36052672.0,-250202944.0
20260213,钛白粉,-155064880.0,-98462336.0,-253527216.0
20260213,民爆概念,-144330256.0,-109453296.0,-253783552.0
20260213,新型城镇化,5073024.0,-264443120.0,-259370096.0
20260213,户外露营,-213455373.0,-47407152.0,-260862525.0
20260213,旅游概念,-18545424.0,-244408944.0,-262954368.0
20260213,调味品概念,-67643712.0,-196188464.0,-263832176.0
20260213,汽车一体化压铸,-182217488.0,-82066080.0,-264283568.0
20260213,数字哨兵,-118286368.0,-152789376.0,-271075744.0
20260213,超级品牌,149576704.0,-430942720.0,-281366016.0
20260213,碳基材料,-213077968.0,-70187840.0,-283265808.0
20260213,EDR概念,-260367888.0,-25836400.0,-286204288.0
20260213,CAR-T细胞疗法,-283449776.0,-5750160.0,-289199936.0
20260213,低碳冶金,-302235744.0,12184096.0,-290051648.0
20260213,飞行汽车(eVTOL),38668608.0,-337229824.0,-298561216.0
20260213,合成生物,-244243504.0,-55979520.0,-300223024.0
20260213,工业母机,-286579456.0,-33140480.0,-319719936.0
20260213,页岩气,-47738464.0,-275856784.0,-323595248.0
20260213,免疫治疗,-103799232.0,-221693280.0,-325492512.0
20260213,粤港自贸,-274993056.0,-59342192.0,-334335248.0
20260213,地下管网,-132951984.0,-211031744.0,-343983728.0
20260213,被动元件,-46187344.0,-302356896.0,-348544240.0
20260213,培育钻石,-128249344.0,-226092848.0,-354342192.0
20260213,社区团购,-173833936.0,-181732480.0,-355566416.0
20260213,数字水印,-170896880.0,-185448896.0,-356345776.0
20260213,传感器,-38025472.0,-323891200.0,-361916672.0
20260213,土壤修复,-345814560.0,-25658048.0,-371472608.0
20260213,白酒,159121760.0,-537905152.0,-378783392.0
20260213,3D玻璃,-246234208.0,-140672208.0,-386906416.0
20260213,京津冀,267069744.0,-666961664.0,-399891920.0
20260213,远程办公,-20092432.0,-379929600.0,-400022032.0
20260213,维生素,-199837808.0,-208416576.0,-408254384.0
20260213,发电机概念,-235665664.0,-177084496.0,-412750160.0
20260213,MLCC,-111196304.0,-305785776.0,-416982080.0
20260213,EDA概念,-223913456.0,-194718976.0,-418632432.0
20260213,微盘股,54865376.0,-478524656.0,-423659280.0
20260213,碳纤维,-124493040.0,-299923360.0,-424416400.0
20260213,氟化工,-57743104.0,-368589568.0,-426332672.0
20260213,工程机械概念,-220767984.0,-210842288.0,-431610272.0
20260213,降解塑料,-414347056.0,-20782976.0,-435130032.0
20260213,冰雪经济,-159637040.0,-275582960.0,-435220000.0
20260213,柔性屏(折叠屏),-49052928.0,-397363456.0,-446416384.0
20260213,IPO受益,385801984.0,-839603712.0,-453801728.0
20260213,肝炎概念,-179477584.0,-278184576.0,-457662160.0
20260213,湖北自贸,-251168384.0,-225191472.0,-476359856.0
20260213,生态农业,-358745040.0,-117812368.0,-476557408.0
20260213,C2M概念,-268837360.0,-210243168.0,-479080528.0
20260213,CRO,-395624256.0,-86704384.0,-482328640.0
20260213,体外诊断,-252123536.0,-239945472.0,-492069008.0
20260213,科创板做市股,131923504.0,-624051712.0,-492128208.0
20260213,流感,-229480880.0,-265150736.0,-494631616.0
20260213,中俄贸易概念,-179701696.0,-318690032.0,-498391728.0
20260213,减肥药,-143615664.0,-356786896.0,-500402560.0
20260213,AB股,-371925200.0,-135427232.0,-507352432.0
20260213,并购重组概念,394639616.0,-903458816.0,-508819200.0
20260213,中药概念,-114462640.0,-398882320.0,-513344960.0
20260213,抖音小店,-326767280.0,-192125456.0,-518892736.0
20260213,盲盒经济,-154918464.0,-376377616.0,-531296080.0
20260213,商汤概念,-314526592.0,-258416992.0,-572943584.0
20260213,电子身份证,-379328000.0,-198304464.0,-577632464.0
20260213,单抗概念,-205523984.0,-379406096.0,-584930080.0
20260213,微利股,-168239344.0,-417263104.0,-585502448.0
20260213,科创板做市商,-577744784.0,-10039264.0,-587784048.0
20260213,农业种植,-218879472.0,-369081936.0,-587961408.0
20260213,体育产业,-69788512.0,-518215968.0,-588004480.0
20260213,建筑节能,-293831616.0,-301566688.0,-595398304.0
20260213,拼多多概念,-35778624.0,-559708064.0,-595486688.0
20260213,病毒防治,-288462736.0,-309921920.0,-598384656.0
20260213,数字孪生,-480504112.0,-123090432.0,-603594544.0
20260213,玻璃基板,-477191792.0,-133119232.0,-610311024.0
20260213,UWB概念,-289870032.0,-321768992.0,-611639024.0
20260213,东北振兴,-340536640.0,-272783776.0,-613320416.0
20260213,尾气治理,-395205584.0,-220153696.0,-615359280.0
20260213,油气设服,-370258224.0,-268581360.0,-638839584.0
20260213,生物疫苗,-262103888.0,-382005920.0,-644109808.0
20260213,ERP概念,-333944368.0,-319792960.0,-653737328.0
20260213,消毒剂,-292904864.0,-375786336.0,-668691200.0
20260213,环氧丙烷,-390444288.0,-279180112.0,-669624400.0
20260213,半导体概念,720697088.0,-1396490240.0,-675793152.0
20260213,换电概念,-168187376.0,-514879376.0,-683066752.0
20260213,医疗器械概念,291513600.0,-998093056.0,-706579456.0
20260213,首发经济,-61390816.0,-647271312.0,-708662128.0
20260213,电子烟,-294064384.0,-414910976.0,-708975360.0
20260213,GDR,-511095136.0,-224755824.0,-735850960.0
20260213,北交所概念,-336049136.0,-413881120.0,-749930256.0
20260213,国家安防,-275943424.0,-476716800.0,-752660224.0
20260213,红利破净股,-946850912.0,190411264.0,-756439648.0
20260213,啤酒概念,-655164256.0,-109494128.0,-764658384.0
20260213,空间站概念,-502501840.0,-275953584.0,-778455424.0
20260213,AI制药（医疗）,-345965472.0,-447767232.0,-793732704.0
20260213,3D打印,-604999776.0,-195098880.0,-800098656.0
20260213,国产芯片,1857876480.0,-2691227648.0,-833351168.0
20260213,娃哈哈概念,-748432080.0,-91258496.0,-839690576.0
20260213,高压快充,-117792016.0,-746828544.0,-864620560.0
20260213,注册制次新股,-311202320.0,-556650656.0,-867852976.0
20260213,参股银行,1377774080.0,-2270714880.0,-892940800.0
20260213,知识产权,-14403840.0,-894484224.0,-908888064.0
20260213,无线充电,-315406448.0,-605793280.0,-921199728.0
20260213,装配建筑,-468494144.0,-455612416.0,-924106560.0
20260213,特斯拉,-628493312.0,-310793728.0,-939287040.0
20260213,婴童概念,-314929504.0,-634576640.0,-949506144.0
20260213,次新股,-314502368.0,-637498368.0,-952000736.0
20260213,铜缆高速连接,-183825152.0,-770893056.0,-954718208.0
20260213,生物识别,-820046192.0,-140248320.0,-960294512.0
20260213,医疗美容,-650349888.0,-320841088.0,-971190976.0
20260213,大飞机,-113769984.0,-866782976.0,-980552960.0
20260213,磁悬浮概念,-767382848.0,-214367072.0,-981749920.0
20260213,参股新三板,449138944.0,-1446487552.0,-997348608.0
20260213,工业互联,742007808.0,-1749471488.0,-1007463680.0
20260213,新零售,-360619776.0,-664420096.0,-1025039872.0
20260213,财税数字化,-503340768.0,-522278288.0,-1025619056.0
20260213,成渝特区,-540705280.0,-485166336.0,-1025871616.0
20260213,WiFi,-494422064.0,-544479248.0,-1038901312.0
20260213,央视50_,-115671296.0,-925704960.0,-1041376256.0
20260213,数字货币,-767804928.0,-314854912.0,-1082659840.0
20260213,VPN,-708470544.0,-386261504.0,-1094732048.0
20260213,增强现实,-852567792.0,-246914048.0,-1099481840.0
20260213,广电,-804082256.0,-333170944.0,-1137253200.0
20260213,雅下水电概念,-396520992.0,-750326272.0,-1146847264.0
20260213,燃料电池,-556126464.0,-602249216.0,-1158375680.0
20260213,天然气,-608355328.0,-551951872.0,-1160307200.0
20260213,国资云概念,-957839104.0,-213676800.0,-1171515904.0
20260213,海南自贸,-571836928.0,-634855424.0,-1206692352.0
20260213,内贸流通,-425974480.0,-791850496.0,-1217824976.0
20260213,乡村振兴,-385961856.0,-851806720.0,-1237768576.0
20260213,石墨烯,-707549712.0,-536740096.0,-1244289808.0
20260213,数据安全,-419857920.0,-840674048.0,-1260531968.0
20260213,海洋经济,-790077952.0,-470597888.0,-1260675840.0
20260213,麒麟电池,-1089790768.0,-174477856.0,-1264268624.0
20260213,毫米波概念,-553236480.0,-756933120.0,-1310169600.0
20260213,蓝宝石,-816522768.0,-495684608.0,-1312207376.0
20260213,AI芯片,-292700160.0,-1024361216.0,-1317061376.0
20260213,移动支付,-913559008.0,-411349504.0,-1324908512.0
20260213,动力电池回收,-942614784.0,-383978752.0,-1326593536.0
20260213,腾讯云,-399598848.0,-929694464.0,-1329293312.0
20260213,抽水蓄能,-1070831216.0,-264066560.0,-1334897776.0
20260213,信创,649846016.0,-1996551168.0,-1346705152.0
20260213,化工原料,-748844352.0,-598258176.0,-1347102528.0
20260213,钒电池,-584019152.0,-773847312.0,-1357866464.0
20260213,激光雷达,-768504816.0,-590745856.0,-1359250672.0
20260213,创新药,-825596080.0,-591080448.0,-1416676528.0
20260213,PPP模式,-961803632.0,-459815936.0,-1421619568.0
20260213,超超临界发电,-1259356128.0,-192113152.0,-1451469280.0
20260213,昨日触板,-917454192.0,-569193472.0,-1486647664.0
20260213,超导概念,-855034432.0,-635229904.0,-1490264336.0
20260213,昨日炸板,-925672640.0,-573217536.0,-1498890176.0
20260213,低价股,-972929168.0,-530784768.0,-1503713936.0
20260213,2025中报预减,-954345728.0,-570252544.0,-1524598272.0
20260213,化债(AMC)概念,-958378400.0,-575540672.0,-1533919072.0
20260213,煤化工,-1258068272.0,-280779008.0,-1538847280.0
20260213,长期破净,-1783452160.0,231641856.0,-1551810304.0
20260213,小米汽车,-901824512.0,-654436864.0,-1556261376.0
20260213,电子竞技,-1336088816.0,-237127424.0,-1573216240.0
20260213,IPv6,-1286083040.0,-302234368.0,-1588317408.0
20260213,虚拟机器人,-1057334832.0,-561440464.0,-1618775296.0
20260213,跨境支付,-1232346368.0,-389658368.0,-1622004736.0
20260213,F5G概念,-815343616.0,-816789760.0,-1632133376.0
20260213,人脑工程,-1348808048.0,-287219456.0,-1636027504.0
20260213,虚拟电厂,-1026834864.0,-624543488.0,-1651378352.0
20260213,铁路基建,-921359312.0,-732888320.0,-1654247632.0
20260213,华为昇腾,-1090718272.0,-577064448.0,-1667782720.0
20260213,钠离子电池,-1676666112.0,-21435904.0,-1698102016.0
20260213,碳化硅,-1128254352.0,-612522752.0,-1740777104.0
20260213,第三代半导体,-479105792.0,-1272880384.0,-1751986176.0
20260213,PCB,-863110656.0,-889203968.0,-1752314624.0
20260213,英伟达概念,-842997504.0,-920835328.0,-1763832832.0
20260213,养老概念,-994319104.0,-844974592.0,-1839293696.0
20260213,红利股,-1422433792.0,-451379712.0,-1873813504.0
20260213,海工装备,-894671872.0,-983605760.0,-1878277632.0
20260213,价值股,-1543058944.0,-411929088.0,-1954988032.0
20260213,苹果概念,-1100517632.0,-879487232.0,-1980004864.0
20260213,谷子经济,-1245945344.0,-745415424.0,-1991360768.0
20260213,互联医疗,-885829888.0,-1146082560.0,-2031912448.0
20260213,雄安新区,-1377774592.0,-724455936.0,-2102230528.0
20260213,海绵城市,-1703578576.0,-413852320.0,-2117430896.0
20260213,北斗导航,-1380131568.0,-777413632.0,-2157545200.0
20260213,参股期货,-1941387808.0,-231436032.0,-2172823840.0
20260213,Kimi概念,-1070529088.0,-1117191936.0,-2187721024.0
20260213,基因测序,-1753213392.0,-447397568.0,-2200610960.0
20260213,车联网(车路云),-889654272.0,-1346520064.0,-2236174336.0
20260213,昨日连板,-1408957664.0,-829258752.0,-2238216416.0
20260213,2025中报扭亏,60358400.0,-2322265088.0,-2261906688.0
20260213,低空经济,-1109231360.0,-1164767232.0,-2273998592.0
20260213,磷化工,-1498734368.0,-801006080.0,-2299740448.0
20260213,节能环保,-1038086656.0,-1291120128.0,-2329206784.0
20260213,物联网,526362112.0,-2863977984.0,-2337615872.0
20260213,昨日连板_含一字,-1257374720.0,-1129192960.0,-2386567680.0
20260213,小米概念,-1334444544.0,-1097347584.0,-2431792128.0
20260213,卫星互联网,-822394880.0,-1625135104.0,-2447529984.0
20260213,鸿蒙概念,-1317540352.0,-1153534976.0,-2471075328.0
20260213,蚂蚁概念,-1487617792.0,-1060037376.0,-2547655168.0
20260213,百元股,-1352569856.0,-1201045504.0,-2553615360.0
20260213,职业教育,-1648040736.0,-950668800.0,-2598709536.0
20260213,影视概念,-2389506560.0,-253701632.0,-2643208192.0
20260213,军工,30689792.0,-2729943552.0,-2699253760.0
20260213,BC电池,-1374622304.0,-1336014592.0,-2710636896.0
20260213,网络游戏,-1650451712.0,-1079526400.0,-2729978112.0
20260213,宁组合,-2503925504.0,-236381696.0,-2740307200.0
20260213,破净股,-2483042048.0,-261528320.0,-2744570368.0
20260213,券商概念,-2130618880.0,-629116672.0,-2759735552.0
20260213,6G概念,-1654656464.0,-1156188416.0,-2810844880.0
20260213,虚拟现实,-1202642176.0,-1646986752.0,-2849628928.0
20260213,碳交易,-1816233056.0,-1051040768.0,-2867273824.0
20260213,智能电网,-835427584.0,-2040778240.0,-2876205824.0
20260213,跨境电商,-1472295440.0,-1409056256.0,-2881351696.0
20260213,超清视频,-1781481472.0,-1101312768.0,-2882794240.0
20260213,网络安全,-209371136.0,-2705191936.0,-2914563072.0
20260213,TOPCon电池,-1192602352.0,-1753803520.0,-2946405872.0
20260213,参股保险,-2473650688.0,-473091840.0,-2946742528.0
20260213,深圳特区,-775245568.0,-2211298560.0,-2986544128.0
20260213,量子科技,-2136929024.0,-970639104.0,-3107568128.0
20260213,深证100R,-3180766208.0,63035904.0,-3117730304.0
20260213,参股券商,-1711296768.0,-1424620544.0,-3135917312.0
20260213,基金重仓,-2128545280.0,-1125236992.0,-3253782272.0
20260213,绿色电力,-2416851456.0,-957791232.0,-3374642688.0
20260213,数字经济,-1919216896.0,-1473020672.0,-3392237568.0
20260213,水利建设,-2446657280.0,-1010308096.0,-3456965376.0
20260213,特高压,-2397460224.0,-1070081280.0,-3467541504.0
20260213,中字头,-1992907264.0,-1497843456.0,-3490750720.0
20260213,IGBT概念,-2863954064.0,-646706432.0,-3510660496.0
20260213,智慧城市,-2223081728.0,-1293371392.0,-3516453120.0
20260213,养老金,-2085137408.0,-1439390208.0,-3524527616.0
20260213,钙钛矿电池,-1658808336.0,-1917492992.0,-3576301328.0
20260213,独角兽,-2435296512.0,-1193414912.0,-3628711424.0
20260213,AI语料,-2211816960.0,-1419937024.0,-3631753984.0
20260213,固态电池,-2893299200.0,-825952256.0,-3719251456.0
20260213,边缘计算,-2255019520.0,-1560533760.0,-3815553280.0
20260213,2025三季报预增,-2460549888.0,-1382493184.0,-3843043072.0
20260213,NFT概念,-2114129408.0,-1748383232.0,-3862512640.0
20260213,茅指数,-2530299136.0,-1355843584.0,-3886142720.0
20260213,转债标的,-2251358976.0,-1635111936.0,-3886470912.0
20260213,创投,-764599808.0,-3165840896.0,-3930440704.0
20260213,智谱AI,-2739598896.0,-1262125568.0,-4001724464.0
20260213,可控核聚变,-2193942272.0,-1823663360.0,-4017605632.0
20260213,数据要素,-1930030848.0,-2134968576.0,-4064999424.0
20260213,CPO概念,-2866622720.0,-1275583744.0,-4142206464.0
20260213,股权激励,-3099670528.0,-1059070208.0,-4158740736.0
20260213,昨日首板,-3166618880.0,-1007359488.0,-4173978368.0
20260213,多模态AI,-2587159296.0,-1623318784.0,-4210478080.0
20260213,贬值受益,-2531965440.0,-1759972864.0,-4291938304.0
20260213,稀土永磁,-2764488704.0,-1527823872.0,-4292312576.0
20260213,国产软件,-1269713920.0,-3046633216.0,-4316347136.0
20260213,光通信模块,-2299779072.0,-2051961088.0,-4351740160.0
20260213,中特估,-3808550144.0,-615246336.0,-4423796480.0
20260213,HIT电池,-2714092256.0,-1740165888.0,-4454258144.0
20260213,核能核电,-2479994112.0,-2007178752.0,-4487172864.0
20260213,充电桩,-1973374720.0,-2593163520.0,-4566538240.0
20260213,反内卷概念,-2688485888.0,-1915843584.0,-4604329472.0
20260213,新能源车,-1128044032.0,-3513118720.0,-4641162752.0
20260213,机器人概念,-2422522112.0,-2239152128.0,-4661674240.0
20260213,电商概念,-2536374272.0,-2214272512.0,-4750646784.0
20260213,阿里概念,-558610432.0,-4250922240.0,-4809532672.0
20260213,短剧互动游戏,-3152200192.0,-1749574912.0,-4901775104.0
20260213,Sora概念,-2891443456.0,-2252167424.0,-5143610880.0
20260213,东数西算,-3263250432.0,-1900175616.0,-5163426048.0
20260213,小红书概念,-3161891072.0,-2153850368.0,-5315741440.0
20260213,氢能源,-3333741312.0,-2006582528.0,-5340323840.0
20260213,Web3.0,-3259612416.0,-2274000384.0,-5533612800.0
20260213,锂矿概念,-3079671296.0,-2531720960.0,-5611392256.0
20260213,快手概念,-3864648192.0,-2065570048.0,-5930218240.0
20260213,新能源,-3899166464.0,-2196875520.0,-6096041984.0
20260213,ChatGPT概念,-3564417536.0,-2624327936.0,-6188745472.0
20260213,专精特新,-3857807872.0,-2437140480.0,-6294948352.0
20260213,互联金融,-4357796352.0,-1965663488.0,-6323459840.0
20260213,在线教育,-4043962112.0,-2395834368.0,-6439796480.0
20260213,风能,-4029177344.0,-2522384384.0,-6551561728.0
20260213,云计算,-1471094016.0,-5238978304.0,-6710072320.0
20260213,昨日涨停,-5130695680.0,-1833733632.0,-6964429312.0
20260213,昨日涨停_含一字,-4787686656.0,-2193570816.0,-6981257472.0
20260213,商业航天,-4139576320.0,-2959532544.0,-7099108864.0
20260213,DeepSeek概念,-3875736832.0,-3252461056.0,-7128197888.0
20260213,区块链,-2302488576.0,-5017117440.0,-7319606016.0
20260213,锂电池,-4528196864.0,-2893872128.0,-7422068992.0
20260213,上证380,-5599047424.0,-1851117824.0,-7450165248.0
20260213,新材料,-4337940736.0,-3257737472.0,-7595678208.0
20260213,算力概念,-4919229184.0,-2966297600.0,-7885526784.0
20260213,液冷概念,-5392603648.0,-2528418816.0,-7921022464.0
20260213,元宇宙概念,-5397031936.0,-2934618624.0,-8331650560.0
