基金代码,基金名称,基金公司,固收+类型,股票仓位(%),债券贡献(%),加的贡献(%),90天规模变化(%),易方达/鹏华
501049.OF,东方红睿玺三年持有A,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
021354.OF,中信保诚中债0-3年政金债C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
021566.OF,南方中债0-3年农发行指数C,南方基金,纯债/其他,0.0,0,0,0.0,否
010506.OF,东方红睿玺三年持有C,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
021565.OF,南方中债0-3年农发行指数A,南方基金,纯债/其他,0.0,0,0,0.0,否
021353.OF,中信保诚中债0-3年政金债A,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
020416.OF,农银先进制造A,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
020417.OF,农银先进制造C,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
021597.OF,太平中债1-3年政策性金融债D,太平基金,纯债/其他,0.0,0,0,0.0,否
020496.OF,建信研究精选C,建信基金,纯债/其他,0.0,0,0,0.0,否
020452.OF,红土创新丰和利率债A,红土创新基金,纯债/其他,0.0,0,0,0.0,否
021382.OF,博时科技驱动A,博时基金,纯债/其他,0.0,0,0,0.0,否
019718.OF,摩根悦享回报6个月持有A,摩根基金,固收+股票(高),56.85,0,0,0.0,否
021405.OF,长江汇智量化选股C,长江资管,纯债/其他,0.0,0,0,0.0,否
021202.OF,汇添富均衡回报A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
021203.OF,汇添富均衡回报C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
017670.OF,大成卓远视野C,大成基金,纯债/其他,0.0,0,0,0.0,否
020453.OF,红土创新丰和利率债C,红土创新基金,纯债/其他,0.0,0,0,0.0,否
018418.OF,广发碳中和主题A,广发基金,纯债/其他,0.0,0,0,0.0,否
020396.OF,国联安双月享60天持有纯债C,国联安基金,纯债/其他,0.0,0,0,0.0,否
020230.OF,汇丰晋信养老目标日期2036一年持有A,汇丰晋信基金,纯债/其他,0.0,0,0,0.0,否
021404.OF,长江汇智量化选股A,长江资管,纯债/其他,0.0,0,0,0.0,否
020395.OF,国联安双月享60天持有纯债A,国联安基金,纯债/其他,0.0,0,0,0.0,否
019719.OF,摩根悦享回报6个月持有C,摩根基金,固收+股票(高),57.54,0,0,0.0,否
021383.OF,博时科技驱动C,博时基金,纯债/其他,0.0,0,0,0.0,否
020495.OF,建信研究精选A,建信基金,纯债/其他,0.0,0,0,0.0,否
019622.OF,财通资管康泽稳健养老目标一年持有A,财通证券资管,纯债/其他,0.0,0,0,0.0,否
017669.OF,大成卓远视野A,大成基金,纯债/其他,0.0,0,0,0.0,否
018419.OF,广发碳中和主题C,广发基金,纯债/其他,0.0,0,0,0.0,否
021604.OF,新华积极价值C,新华基金,纯债/其他,0.0,0,0,0.0,否
021425.OF,长城月月鑫30天持有纯债A,长城基金,纯债/其他,0.0,0,0,0.0,否
021426.OF,长城月月鑫30天持有纯债C,长城基金,纯债/其他,0.0,0,0,0.0,否
020747.OF,泰信添安增利九个月持有C,泰信基金,纯债/其他,0.0,0,0,0.0,否
021598.OF,建信普泽养老目标日期2050五年持有Y,建信基金,纯债/其他,0.0,0,0,0.0,否
020746.OF,泰信添安增利九个月持有A,泰信基金,纯债/其他,0.0,0,0,0.0,否
020924.OF,太平恒发三个月定开债,太平基金,纯债/其他,0.0,0,0,0.0,否
021410.OF,平安元利90天持有C,平安基金,纯债/其他,0.0,0,0,0.0,否
021261.OF,国泰海通120天持有C,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
021449.OF,鑫元启丰,鑫元基金,纯债/其他,0.0,0,0,0.0,否
021260.OF,国泰海通120天持有A,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
020912.OF,银华月月鑫30天持有C,银华基金,纯债/其他,0.0,0,0,0.0,否
021409.OF,平安元利90天持有A,平安基金,纯债/其他,0.0,0,0,0.0,否
020911.OF,银华月月鑫30天持有A,银华基金,纯债/其他,0.0,0,0,0.0,否
021336.OF,国联利率债C,国联基金,纯债/其他,0.0,0,0,0.0,否
021335.OF,国联利率债A,国联基金,纯债/其他,0.0,0,0,0.0,否
021444.OF,永赢安怡30天持有C,永赢基金,纯债/其他,0.0,0,0,0.0,否
021443.OF,永赢安怡30天持有A,永赢基金,纯债/其他,0.0,0,0,0.0,否
020696.OF,海富通红利优选C,海富通基金,纯债/其他,0.0,0,0,0.0,否
020936.OF,国联益诚30天持有C,国联基金,纯债/其他,0.0,0,0,0.0,否
020935.OF,国联益诚30天持有A,国联基金,纯债/其他,0.0,0,0,0.0,否
021617.OF,天弘优选C,天弘基金,纯债/其他,0.0,0,0,0.0,否
021601.OF,交银稳利中短债E,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
019611.OF,财通数字经济智选C,财通基金,纯债/其他,0.0,0,0,0.0,否
020980.OF,西部利得价值回报C,西部利得基金,纯债/其他,0.0,0,0,0.0,否
017231.OF,宝盈价值成长C,宝盈基金,纯债/其他,0.0,0,0,0.0,否
020535.OF,国投瑞银恒扬30天持有C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
019743.OF,银华富兴央企A,银华基金,纯债/其他,0.0,0,0,0.0,否
020534.OF,国投瑞银恒扬30天持有A,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
017230.OF,宝盈价值成长A,宝盈基金,纯债/其他,0.0,0,0,0.0,否
021360.OF,国投瑞银和兴A,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
021027.OF,太平医疗创新A,太平基金,纯债/其他,0.0,0,0,0.0,否
021028.OF,太平医疗创新C,太平基金,纯债/其他,0.0,0,0,0.0,否
021361.OF,国投瑞银和兴C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
019744.OF,银华富兴央企C,银华基金,纯债/其他,0.0,0,0,0.0,否
020138.OF,永赢启鑫A,永赢基金,纯债/其他,0.0,0,0,0.0,否
020594.OF,华夏软件龙头C,华夏基金,纯债/其他,0.0,0,0,0.0,否
020139.OF,永赢启鑫C,永赢基金,纯债/其他,0.0,0,0,0.0,否
020593.OF,华夏软件龙头A,华夏基金,纯债/其他,0.0,0,0,0.0,否
021600.OF,富国鑫汇养老目标日期2035三年持有Y,富国基金,纯债/其他,0.0,0,0,0.0,否
020979.OF,西部利得价值回报A,西部利得基金,纯债/其他,0.0,0,0,0.0,否
020695.OF,海富通红利优选A,海富通基金,纯债/其他,0.0,0,0,0.0,否
019610.OF,财通数字经济智选A,财通基金,纯债/其他,0.0,0,0,0.0,否
021588.OF,广发景利C,广发基金,纯债/其他,0.0,0,0,0.0,否
021349.OF,嘉实中债绿色普惠主题金融优选指数C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
021348.OF,嘉实中债绿色普惠主题金融优选指数A,嘉实基金,纯债/其他,0.0,0,0,0.0,否
021609.OF,广发7-10年国开行D,广发基金,纯债/其他,0.0,0,0,0.0,否
021596.OF,天弘稳健回报E,天弘基金,纯债/其他,0.0,0,0,0.0,否
020863.OF,泰康稳健双利C,泰康基金,纯债/其他,0.0,0,0,0.0,否
020862.OF,泰康稳健双利A,泰康基金,纯债/其他,0.0,0,0,0.0,否
021558.OF,工银现代服务业C,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
021599.OF,华泰紫金丰和D,华泰证券资管,纯债/其他,0.0,0,0,0.0,否
021587.OF,永赢润益D,永赢基金,纯债/其他,0.0,0,0,0.0,否
020172.OF,华泰柏瑞养老目标日期2035三年持有,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
021487.OF,工银瑞和3个月定开D,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
021488.OF,长盛养老健康产业C,长盛基金,纯债/其他,0.0,0,0,0.0,否
021417.OF,国富中债绿色普惠金融指数C,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
021416.OF,国富中债绿色普惠金融指数A,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
021478.OF,东方周期优选C,东方基金,纯债/其他,0.0,0,0,0.0,否
021460.OF,汇添富增强收益E,汇添富基金,纯债/其他,0.0,0,0,0.0,否
021542.OF,国投瑞银信息消费C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
021106.OF,宝盈盈悦纯债A,宝盈基金,纯债/其他,0.0,0,0,0.0,否
021107.OF,宝盈盈悦纯债C,宝盈基金,纯债/其他,0.0,0,0,0.0,否
021595.OF,国联安新精选C,国联安基金,纯债/其他,0.0,0,0,0.0,否
021512.OF,景顺长城支柱产业C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
021303.OF,东方中债绿色普惠主题金融优选指数A,东方基金,纯债/其他,0.0,0,0,0.0,否
021304.OF,东方中债绿色普惠主题金融优选指数C,东方基金,纯债/其他,0.0,0,0,0.0,否
021110.OF,信澳中债0-3年政策性金融债A,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
021441.OF,申万菱信安泰添益纯债A,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
021111.OF,信澳中债0-3年政策性金融债C,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
019612.OF,财通先进制造智选A,财通基金,纯债/其他,0.0,0,0,0.0,否
021270.OF,宏利中债绿色普惠金融优选指数C,宏利基金,纯债/其他,0.0,0,0,0.0,否
019613.OF,财通先进制造智选C,财通基金,纯债/其他,0.0,0,0,0.0,否
021008.OF,长盛嘉鑫30天持有纯债C,长盛基金,纯债/其他,0.0,0,0,0.0,否
021269.OF,宏利中债绿色普惠金融优选指数A,宏利基金,纯债/其他,0.0,0,0,0.0,否
021007.OF,长盛嘉鑫30天持有纯债A,长盛基金,纯债/其他,0.0,0,0,0.0,否
021442.OF,申万菱信安泰添益纯债C,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
021526.OF,南华丰汇C,南华基金,纯债/其他,0.0,0,0,0.0,否
020062.OF,格林宏观回报A,格林基金,纯债/其他,0.0,0,0,0.0,否
021521.OF,中信保诚稳鸿E,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
020882.OF,长信180天持有C,长信基金,纯债/其他,0.0,0,0,0.0,否
021334.OF,信澳国企智选C,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
020881.OF,长信180天持有A,长信基金,纯债/其他,0.0,0,0,0.0,否
021528.OF,财通成长优选C,财通基金,纯债/其他,0.0,0,0,0.0,否
019961.OF,富国远见价值C,富国基金,纯债/其他,0.0,0,0,0.0,否
021523.OF,财通价值动量C,财通基金,纯债/其他,0.0,0,0,0.0,否
019960.OF,富国远见价值A,富国基金,纯债/其他,0.0,0,0,0.0,否
020178.OF,嘉实双季兴享6个月持有C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
020177.OF,嘉实双季兴享6个月持有A,嘉实基金,纯债/其他,0.0,0,0,0.0,否
021333.OF,信澳国企智选A,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
021529.OF,中信保诚至泰中短债E,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
020063.OF,格林宏观回报C,格林基金,纯债/其他,0.0,0,0,0.0,否
021486.OF,华夏聚丰稳健目标D,华夏基金,纯债/其他,0.0,0,0,0.0,否
021543.OF,国投瑞银招财C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
021440.OF,安信30天滚动持有C,安信基金,纯债/其他,0.0,0,0,0.0,否
021546.OF,国投瑞银创新医疗C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
021439.OF,安信30天滚动持有A,安信基金,纯债/其他,0.0,0,0,0.0,否
020067.OF,方正富邦锦利3个月定开债,方正富邦基金,纯债/其他,0.0,0,0,0.0,否
020522.OF,华商安恒C,华商基金,纯债/其他,0.0,0,0,0.0,否
020895.OF,汇添富稳鼎120天滚动持有A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
020896.OF,汇添富稳鼎120天滚动持有C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
020521.OF,华商安恒A,华商基金,纯债/其他,0.0,0,0,0.0,否
021467.OF,新华安享惠金E,新华基金,纯债/其他,0.0,0,0,0.0,否
021589.OF,博时智臻纯债C,博时基金,纯债/其他,0.0,0,0,0.0,否
021541.OF,建信社会责任C,建信基金,纯债/其他,0.0,0,0,0.0,否
021569.OF,博时裕诚纯债C,博时基金,纯债/其他,0.0,0,0,0.0,否
021459.OF,华安盈瑞稳健优选6个月持有E,华安基金,纯债/其他,0.0,0,0,0.0,否
020091.OF,万家研究领航C,万家基金,纯债/其他,0.0,0,0,0.0,否
021497.OF,中欧颐享平衡养老目标三年持有Y,中欧基金,纯债/其他,0.0,0,0,0.0,否
021506.OF,华泰紫金智盈E,华泰证券资管,纯债/其他,0.0,0,0,0.0,否
020090.OF,万家研究领航A,万家基金,纯债/其他,0.0,0,0,0.0,否
021413.OF,富国泓利纯债E,富国基金,纯债/其他,0.0,0,0,0.0,否
020789.OF,银华季季鑫90天持有A,银华基金,纯债/其他,0.0,0,0,0.0,否
021412.OF,富国泓利纯债D,富国基金,纯债/其他,0.0,0,0,0.0,否
020790.OF,银华季季鑫90天持有C,银华基金,纯债/其他,0.0,0,0,0.0,否
021451.OF,富国医疗产业C,富国基金,纯债/其他,0.0,0,0,0.0,否
021181.OF,中欧价值精选A,中欧基金,纯债/其他,0.0,0,0,0.0,否
020804.OF,东方红量化选股C,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
020803.OF,东方红量化选股A,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
021300.OF,诺德同业存单指数7天持有,诺德基金,纯债/其他,0.0,0,0,0.0,否
021450.OF,富国医疗产业A,富国基金,纯债/其他,0.0,0,0,0.0,否
021182.OF,中欧价值精选C,中欧基金,纯债/其他,0.0,0,0,0.0,否
021493.OF,摩根丰瑞D,摩根基金,纯债/其他,0.0,0,0,0.0,否
018102.OF,贝莱德卓越远航C,贝莱德基金,纯债/其他,0.0,0,0,0.0,否
018101.OF,贝莱德卓越远航A,贝莱德基金,纯债/其他,0.0,0,0,0.0,否
020697.OF,蜂巢稳鑫90天持有A,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
020703.OF,蜂巢稳鑫90天持有C,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
021108.OF,国泰海通180天持有A,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
021109.OF,国泰海通180天持有C,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
021321.OF,华富恒惠纯债C,华富基金,纯债/其他,0.0,0,0,0.0,否
021394.OF,富荣富祥纯债C,富荣基金,纯债/其他,0.0,0,0,0.0,否
021495.OF,华夏养老2060五年持有Y,华夏基金,纯债/其他,0.0,0,0,0.0,否
021320.OF,华富恒惠纯债A,华富基金,纯债/其他,0.0,0,0,0.0,否
021479.OF,国联安稳健C,国联安基金,纯债/其他,0.0,0,0,0.0,否
021496.OF,广发养老目标日期2045三年持有Y,广发基金,纯债/其他,0.0,0,0,0.0,否
021473.OF,摩根瑞益纯债D,摩根基金,纯债/其他,0.0,0,0,0.0,否
021419.OF,广发汇择一年定开债D,广发基金,纯债/其他,0.0,0,0,0.0,否
021282.OF,上银慧元利90天持有A,上银基金,纯债/其他,0.0,0,0,0.0,否
021283.OF,上银慧元利90天持有C,上银基金,纯债/其他,0.0,0,0,0.0,否
018706.OF,兴银先进制造智选A,兴银基金,纯债/其他,0.0,0,0,0.0,否
020581.OF,银华钰祥A,银华基金,纯债/其他,0.0,0,0,0.0,否
020582.OF,银华钰祥C,银华基金,纯债/其他,0.0,0,0,0.0,否
018707.OF,兴银先进制造智选C,兴银基金,纯债/其他,0.0,0,0,0.0,否
021433.OF,融通债券D,融通基金,纯债/其他,0.0,0,0,0.0,否
019430.OF,国联安价值甄选,国联安基金,纯债/其他,0.0,0,0,0.0,否
021350.OF,兴业稳利30天持有A,兴业基金,纯债/其他,0.0,0,0,0.0,否
021351.OF,兴业稳利30天持有C,兴业基金,纯债/其他,0.0,0,0,0.0,否
020267.OF,宏利睿智成长A,宏利基金,纯债/其他,0.0,0,0,0.0,否
020268.OF,宏利睿智成长C,宏利基金,纯债/其他,0.0,0,0,0.0,否
021414.OF,华夏稳健增利4个月滚动持有E,华夏基金,纯债/其他,0.0,0,0,0.0,否
021430.OF,富国投资级信用债E,富国基金,纯债/其他,0.0,0,0,0.0,否
021434.OF,融通通福D,融通基金,纯债/其他,0.0,0,0,0.0,否
021448.OF,华宝成长策略C,华宝基金,纯债/其他,0.0,0,0,0.0,否
021446.OF,华泰紫金丰睿D,华泰证券资管,纯债/其他,0.0,0,0,0.0,否
020841.OF,汇添富稳益60天持有B,汇添富基金,纯债/其他,0.0,0,0,0.0,否
021438.OF,兴业裕恒C,兴业基金,纯债/其他,0.0,0,0,0.0,否
021236.OF,摩根瑞欣利率债C,摩根基金,纯债/其他,0.0,0,0,0.0,否
021235.OF,摩根瑞欣利率债A,摩根基金,纯债/其他,0.0,0,0,0.0,否
021422.OF,工银尊享短债D,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
020932.OF,南方润元纯债E,南方基金,纯债/其他,0.0,0,0,0.0,否
020552.OF,兴业添盈,兴业基金,纯债/其他,0.0,0,0,0.0,否
021407.OF,东方红益丰纯债B,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
017262.OF,大成成长领航一年持有C,大成基金,纯债/其他,0.0,0,0,0.0,否
020666.OF,万家稳丰6个月持有C,万家基金,纯债/其他,0.0,0,0,0.0,否
020724.OF,建信开元金享6个月持有A,建信基金,纯债/其他,0.0,0,0,0.0,否
020665.OF,万家稳丰6个月持有A,万家基金,纯债/其他,0.0,0,0,0.0,否
016272.OF,华泰保兴吉年红A,华泰保兴基金,纯债/其他,0.0,0,0,0.0,否
020858.OF,嘉实多益C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
020725.OF,建信开元金享6个月持有C,建信基金,纯债/其他,0.0,0,0,0.0,否
016273.OF,华泰保兴吉年红C,华泰保兴基金,纯债/其他,0.0,0,0,0.0,否
020857.OF,嘉实多益A,嘉实基金,纯债/其他,0.0,0,0,0.0,否
019701.OF,南方稳福120天持有C,南方基金,纯债/其他,0.0,0,0,0.0,否
019700.OF,南方稳福120天持有A,南方基金,纯债/其他,0.0,0,0,0.0,否
017261.OF,大成成长领航一年持有A,大成基金,纯债/其他,0.0,0,0,0.0,否
018825.OF,安信平衡养老目标三年持有A,安信基金,纯债/其他,0.0,0,0,0.0,否
021408.OF,兴业天融C,兴业基金,纯债/其他,0.0,0,0,0.0,否
021402.OF,银华顺璟6个月定开D,银华基金,纯债/其他,0.0,0,0,0.0,否
021148.OF,财通华臻量化选股C,财通基金,纯债/其他,0.0,0,0,0.0,否
021147.OF,财通华臻量化选股A,财通基金,纯债/其他,0.0,0,0,0.0,否
020832.OF,圆信永丰瑞盈C,圆信永丰基金,纯债/其他,0.0,0,0,0.0,否
021193.OF,中银中高等级E,中银基金,纯债/其他,0.0,0,0,0.0,否
020815.OF,圆信永丰瑞盈A,圆信永丰基金,纯债/其他,0.0,0,0,0.0,否
021310.OF,长信稳益C,长信基金,纯债/其他,0.0,0,0,0.0,否
021311.OF,长信纯债壹号E,长信基金,纯债/其他,0.0,0,0,0.0,否
020359.OF,东方红慧鑫甄选6个月持有C,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
020493.OF,富达悦享红利优选A,富达基金,纯债/其他,0.0,0,0,0.0,否
019347.OF,富国匠心成长A,富国基金,纯债/其他,0.0,0,0,0.0,否
021396.OF,创金合信尊丰纯债D,创金合信基金,纯债/其他,0.0,0,0,0.0,否
021395.OF,创金合信尊丰纯债C,创金合信基金,纯债/其他,0.0,0,0,0.0,否
020494.OF,富达悦享红利优选C,富达基金,纯债/其他,0.0,0,0,0.0,否
020358.OF,东方红慧鑫甄选6个月持有A,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
020443.OF,易米远见价值一年定开C,易米基金,纯债/其他,0.0,0,0,0.0,否
019348.OF,富国匠心成长C,富国基金,纯债/其他,0.0,0,0,0.0,否
020442.OF,易米远见价值一年定开A,易米基金,纯债/其他,0.0,0,0,0.0,否
021065.OF,泰康中债0-3年政策性金融债A,泰康基金,纯债/其他,0.0,0,0,0.0,否
020329.OF,大成聚鑫A,大成基金,纯债/其他,0.0,0,0,0.0,否
020330.OF,大成聚鑫C,大成基金,纯债/其他,0.0,0,0,0.0,否
019715.OF,嘉实双季欣享6个月持有A,嘉实基金,纯债/其他,0.0,0,0,0.0,否
021066.OF,泰康中债0-3年政策性金融债C,泰康基金,纯债/其他,0.0,0,0,0.0,否
020055.OF,永赢悦享A,永赢基金,纯债/其他,0.0,0,0,0.0,否
019056.OF,百嘉百川30天持有纯债A,百嘉基金,纯债/其他,0.0,0,0,0.0,否
019716.OF,嘉实双季欣享6个月持有C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
019086.OF,工银价值精选C,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
019085.OF,工银价值精选A,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
020056.OF,永赢悦享C,永赢基金,纯债/其他,0.0,0,0,0.0,否
021374.OF,创金合信恒兴中短债D,创金合信基金,纯债/其他,0.0,0,0,0.0,否
019057.OF,百嘉百川30天持有纯债C,百嘉基金,纯债/其他,0.0,0,0,0.0,否
021379.OF,创金合信恒利超短债D,创金合信基金,纯债/其他,0.0,0,0,0.0,否
020846.OF,人保泰睿积极配置三个月持有A,人保资产,纯债/其他,0.0,0,0,0.0,否
020170.OF,万家CFETS0-3年期山东省国有企业信用债精选A,万家基金,纯债/其他,0.0,0,0,0.0,否
020171.OF,万家CFETS0-3年期山东省国有企业信用债精选C,万家基金,纯债/其他,0.0,0,0,0.0,否
021380.OF,创金合信季安盈3个月持有E,创金合信基金,纯债/其他,0.0,0,0,0.0,否
021263.OF,百嘉百臻利率债C,百嘉基金,纯债/其他,0.0,0,0,0.0,否
021262.OF,百嘉百臻利率债A,百嘉基金,纯债/其他,0.0,0,0,0.0,否
021387.OF,永赢泰利B,永赢基金,纯债/其他,0.0,0,0,0.0,否
020847.OF,人保泰睿积极配置三个月持有C,人保资产,纯债/其他,0.0,0,0,0.0,否
021371.OF,华宝1-3年国开债C,华宝基金,纯债/其他,0.0,0,0,0.0,否
021355.OF,汇添富增强收益D,汇添富基金,纯债/其他,0.0,0,0,0.0,否
021239.OF,农银金泽60天持有A,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
021240.OF,农银金泽60天持有C,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
020956.OF,银华盛泓C,银华基金,纯债/其他,0.0,0,0,0.0,否
020071.OF,太平先进制造A,太平基金,纯债/其他,0.0,0,0,0.0,否
020952.OF,方正富邦瑞福6个月持有A,方正富邦基金,纯债/其他,0.0,0,0,0.0,否
020072.OF,太平先进制造C,太平基金,纯债/其他,0.0,0,0,0.0,否
021381.OF,华宝量化对冲D,华宝基金,纯债/其他,0.0,0,0,0.0,否
020961.OF,方正富邦瑞福6个月持有C,方正富邦基金,纯债/其他,0.0,0,0,0.0,否
020955.OF,银华盛泓A,银华基金,纯债/其他,0.0,0,0,0.0,否
019296.OF,博时匠心优选C,博时基金,纯债/其他,0.0,0,0,0.0,否
020660.OF,国泰泰合三个月定开,国泰基金,纯债/其他,0.0,0,0,0.0,否
019427.OF,中银数字经济C,中银基金,纯债/其他,0.0,0,0,0.0,否
021105.OF,银华0-5年政金债,银华基金,纯债/其他,0.0,0,0,0.0,否
020806.OF,国投瑞银和嘉C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
020916.OF,鹏扬稳鑫120天滚动持有C,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
020915.OF,鹏扬稳鑫120天滚动持有A,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
020917.OF,鹏扬稳鑫120天滚动持有E,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
019295.OF,博时匠心优选A,博时基金,纯债/其他,0.0,0,0,0.0,否
019426.OF,中银数字经济A,中银基金,纯债/其他,0.0,0,0,0.0,否
020805.OF,国投瑞银和嘉A,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
019082.OF,山证资管中债1-3年国开行C,山证资管,纯债/其他,0.0,0,0,0.0,否
019230.OF,广发全球稳健配置A,广发基金,纯债/其他,0.0,0,0,0.0,否
019232.OF,广发全球稳健配置美元A,广发基金,纯债/其他,0.0,0,0,0.0,否
019081.OF,山证资管中债1-3年国开行A,山证资管,纯债/其他,0.0,0,0,0.0,否
021312.OF,华宝安享C,华宝基金,纯债/其他,0.0,0,0,0.0,否
020728.OF,兴业稳瑞90天持有C,兴业基金,纯债/其他,0.0,0,0,0.0,否
019726.OF,鑫元鑫选安悦3个月持有C,鑫元基金,纯债/其他,0.0,0,0,0.0,否
020727.OF,兴业稳瑞90天持有A,兴业基金,纯债/其他,0.0,0,0,0.0,否
019233.OF,广发全球稳健配置美元C,广发基金,纯债/其他,0.0,0,0,0.0,否
019231.OF,广发全球稳健配置C,广发基金,纯债/其他,0.0,0,0,0.0,否
019725.OF,鑫元鑫选安悦3个月持有A,鑫元基金,纯债/其他,0.0,0,0,0.0,否
020908.OF,中航瑞尚利率债C,中航基金,纯债/其他,0.0,0,0,0.0,否
019986.OF,蜂巢趋势臻选C,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
019985.OF,蜂巢趋势臻选A,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
019877.OF,广发均衡成长C,广发基金,纯债/其他,0.0,0,0,0.0,否
021352.OF,博时富华纯债C,博时基金,纯债/其他,0.0,0,0,0.0,否
020907.OF,中航瑞尚利率债A,中航基金,纯债/其他,0.0,0,0,0.0,否
020877.OF,中欧景气精选C,中欧基金,纯债/其他,0.0,0,0,0.0,否
019876.OF,广发均衡成长A,广发基金,纯债/其他,0.0,0,0,0.0,否
020876.OF,中欧景气精选A,中欧基金,纯债/其他,0.0,0,0,0.0,否
021322.OF,百嘉百兴C,百嘉基金,纯债/其他,0.0,0,0,0.0,否
020942.OF,安信青享纯债C,安信基金,纯债/其他,0.0,0,0,0.0,否
020941.OF,安信青享纯债A,安信基金,纯债/其他,0.0,0,0,0.0,否
020577.OF,国富恒兴A,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
003294.OF,嘉实新趋势C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
017001.OF,格林港股通臻选C,格林基金,纯债/其他,0.0,0,0,0.0,否
021356.OF,信澳新目标C,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
020578.OF,国富恒兴C,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
017000.OF,格林港股通臻选A,格林基金,纯债/其他,0.0,0,0,0.0,否
020145.OF,西部利得沣淳三个月定开债A,西部利得基金,纯债/其他,0.0,0,0,0.0,否
021337.OF,国联恒泰纯债B,国联基金,纯债/其他,0.0,0,0,0.0,否
020796.OF,诺安泰鑫一年D,诺安基金,纯债/其他,0.0,0,0,0.0,否
020146.OF,西部利得沣淳三个月定开债C,西部利得基金,纯债/其他,0.0,0,0,0.0,否
020939.OF,永赢安裕120天滚动持有A,永赢基金,纯债/其他,0.0,0,0,0.0,否
020940.OF,永赢安裕120天滚动持有C,永赢基金,纯债/其他,0.0,0,0,0.0,否
020937.OF,长江90天持有A,长江资管,纯债/其他,0.0,0,0,0.0,否
020719.OF,天弘工盈三个月持有C,天弘基金,纯债/其他,0.0,0,0,0.0,否
020718.OF,天弘工盈三个月持有A,天弘基金,纯债/其他,0.0,0,0,0.0,否
021286.OF,广发安盈E,广发基金,纯债/其他,0.0,0,0,0.0,否
020000.OF,国泰优质领航C,国泰基金,纯债/其他,0.0,0,0,0.0,否
021331.OF,中金金信C,中金基金,纯债/其他,0.0,0,0,0.0,否
019999.OF,国泰优质领航A,国泰基金,纯债/其他,0.0,0,0,0.0,否
